client_id,completed,Variation
3782737,1,Control
3782928,1,Control
3783402,1,Control
3783662,1,Control
3783667,1,Control
3784014,0,Control
3784224,1,Test
3784531,1,Test
3784584,1,Test
3784683,0,Test
3784712,1,Test
3785212,1,Test
3785284,0,Control
3785315,0,Control
3785527,0,Control
3785692,1,Test
3786111,1,Control
3786978,0,Test
3786999,1,Control
3787037,1,Control
3787488,0,Control
3787666,1,Control
3787718,1,Test
3787817,1,Test
3787912,1,Control
3787914,1,Control
3788076,1,Control
3788267,0,Test
3788314,1,Control
3788459,1,Test
3788589,1,Control
3788778,1,Test
3788952,0,Control
3789108,0,Test
3789134,1,Control
3789163,0,Control
3789198,1,Test
3789433,1,Control
3789526,1,Test
3789652,1,Control
3789788,1,Control
3789829,1,Control
3789835,1,Control
3790117,1,Test
3790193,0,Test
3790210,1,Test
3790249,0,Control
3790491,1,Test
3790567,1,Test
3790766,1,Control
3790866,1,Test
3790873,1,Control
3790912,1,Control
3791128,0,Control
3791729,0,Test
3791797,1,Test
3791816,1,Control
3791844,1,Control
3792840,1,Control
3792899,1,Control
3793051,1,Control
3793227,1,Control
3793239,0,Test
3793305,0,Test
3793824,1,Test
3793983,1,Test
3794106,1,Control
3794155,1,Control
3794663,1,Test
3795023,0,Test
3795129,1,Control
3795202,1,Test
3795248,1,Control
3795439,1,Test
3796106,0,Test
3796389,1,Test
3796559,0,Control
3796660,1,Control
3796973,1,Control
3797123,1,Control
3797296,0,Test
3797377,1,Test
3797486,0,Test
3797582,0,Control
3797600,0,Control
3797617,1,Test
3797676,1,Test
3797711,1,Control
3797928,1,Control
3798166,0,Test
3798326,1,Test
3798336,1,Control
3798398,1,Control
3798462,1,Control
3798528,0,Test
3798672,1,Control
3798677,1,Test
3798807,1,Control
3798962,1,Control
3798974,1,Test
3799215,1,Control
3799319,1,Control
3799541,0,Control
3799645,0,Control
3799739,0,Control
3799834,1,Test
3800272,1,Test
3800274,1,Control
3800349,1,Test
3800523,1,Test
3800685,0,Test
3800969,1,Test
3801029,1,Control
3801194,1,Test
3801610,0,Test
3801646,1,Test
3802015,1,Control
3802239,1,Test
3802316,1,Test
3802414,1,Control
3802523,0,Test
3802621,0,Control
3803002,0,Test
3803184,1,Test
3803353,1,Test
3803658,1,Test
3803958,1,Control
3804361,1,Control
3804520,1,Test
3804647,1,Control
3804845,1,Test
3804987,1,Test
3805046,0,Control
3805116,0,Control
3805229,0,Test
3805340,0,Test
3805582,1,Test
3805781,1,Test
3806065,0,Control
3806081,1,Test
3806151,1,Control
3806379,0,Test
3806743,1,Test
3806942,1,Test
3807151,1,Test
3808102,1,Test
3808373,1,Control
3808594,0,Test
3808634,0,Test
3809150,1,Control
3809225,0,Test
3809335,1,Control
3810215,1,Test
3810370,1,Test
3810840,0,Control
3810894,0,Control
3811083,0,Test
3811549,0,Test
3811686,0,Control
3811753,0,Test
3811770,1,Test
3811803,1,Test
3812607,1,Test
3812786,0,Test
3812799,0,Test
3812833,0,Test
3812918,1,Control
3813163,1,Control
3813353,1,Test
3813475,1,Test
3813496,1,Test
3813598,1,Control
3813623,1,Control
3813722,1,Control
3813905,0,Test
3814109,1,Test
3814240,1,Control
3814810,0,Test
3815125,0,Test
3815171,1,Test
3815207,0,Control
3815218,1,Test
3815246,0,Test
3815335,0,Test
3815343,1,Control
3815400,1,Test
3815559,0,Test
3815578,1,Control
3815811,1,Control
3815935,0,Control
3815950,1,Test
3815964,1,Control
3815969,0,Control
3816013,1,Test
3816418,1,Control
3816420,1,Control
3816563,1,Test
3816625,0,Control
3816817,0,Test
3816965,1,Test
3817332,0,Test
3817399,1,Test
3817564,1,Control
3817802,1,Control
3817850,0,Test
3817959,1,Control
3818006,1,Control
3818147,1,Control
3818663,1,Test
3818808,1,Control
3818844,0,Test
3818866,0,Test
3819593,0,Test
3819759,1,Test
3819775,0,Control
3819803,1,Test
3819828,1,Test
3820224,1,Test
3820374,1,Control
3821408,1,Test
3821650,1,Test
3821717,0,Test
3821765,1,Control
3822148,1,Test
3822618,0,Test
3823121,1,Test
3823180,1,Test
3823225,0,Control
3823362,0,Test
3823398,0,Control
3823739,1,Test
3823935,1,Control
3824035,1,Control
3824141,1,Control
3824498,1,Test
3824646,1,Test
3824926,1,Test
3825179,1,Test
3825239,1,Test
3825423,1,Test
3825646,1,Control
3826012,1,Test
3826133,0,Test
3826199,1,Control
3826249,1,Test
3826360,1,Control
3826483,0,Control
3826614,1,Test
3826744,1,Control
3826872,0,Test
3827070,1,Test
3827180,1,Control
3827314,1,Test
3827341,1,Control
3827542,0,Test
3828068,1,Control
3828289,0,Control
3828321,0,Test
3828351,1,Control
3828521,1,Test
3828662,1,Control
3828797,0,Control
3828800,1,Control
3828970,0,Control
3829601,1,Test
3829679,1,Control
3829697,0,Control
3829756,0,Test
3829828,1,Test
3830242,1,Test
3830374,1,Control
3830629,1,Control
3830710,1,Control
3830756,0,Test
3830867,1,Test
3830991,0,Test
3831041,0,Control
3831166,0,Control
3831185,0,Test
3831213,1,Control
3831232,1,Test
3831391,0,Test
3831506,0,Test
3831672,1,Test
3831678,1,Control
3831873,0,Control
3831998,0,Test
3832076,1,Test
3832110,1,Control
3832640,1,Test
3832843,1,Test
3833007,1,Test
3833224,1,Control
3833308,1,Test
3833376,1,Test
3833380,0,Control
3833432,1,Control
3833976,0,Test
3833983,1,Test
3834001,1,Control
3834217,1,Test
3834304,0,Test
3834428,0,Control
3834620,0,Control
3835303,1,Test
3835687,0,Test
3835769,1,Test
3835773,1,Test
3835844,1,Test
3835929,1,Control
3836030,1,Control
3836039,0,Control
3836344,1,Control
3836346,1,Control
3836360,1,Control
3837450,1,Test
3837497,1,Test
3837550,0,Test
3837582,1,Test
3837682,1,Test
3837773,1,Test
3837876,1,Control
3837966,1,Control
3838035,1,Test
3838215,1,Control
3838913,1,Control
3839023,1,Control
3839207,1,Test
3839483,1,Control
3839531,1,Control
3839635,1,Control
3839983,1,Test
3840271,1,Control
3840361,1,Test
3840710,1,Test
3840806,1,Test
3840809,1,Test
3840858,1,Control
3840915,1,Test
3840969,1,Control
3841048,1,Control
3841168,1,Test
3841189,1,Control
3841270,1,Control
3841361,0,Control
3841482,1,Test
3841536,1,Test
3841545,0,Test
3841617,1,Control
3841646,1,Test
3841861,1,Test
3842338,1,Control
3842780,1,Test
3843341,0,Test
3843351,1,Test
3843503,0,Control
3843556,1,Control
3843683,1,Control
3843932,0,Control
3844029,0,Test
3844266,0,Test
3844318,1,Test
3844345,1,Test
3844662,1,Control
3844895,1,Test
3844943,1,Test
3845048,1,Test
3845071,0,Control
3845120,0,Control
3845216,1,Test
3845443,1,Test
3845483,0,Control
3845541,1,Control
3845584,1,Control
3846126,1,Test
3846206,0,Test
3846557,1,Control
3847004,0,Test
3847466,1,Control
3847684,1,Control
3848025,1,Test
3848142,0,Test
3848792,0,Test
3849263,1,Test
3849384,1,Test
3849422,1,Test
3849449,1,Control
3849509,1,Test
3849568,1,Control
3849669,1,Test
3850270,0,Control
3850432,1,Test
3850910,1,Control
3850989,1,Control
3851221,0,Control
3851413,1,Test
3851487,0,Test
3852108,1,Test
3852160,1,Control
3852267,0,Control
3852344,1,Test
3852675,1,Test
3852830,1,Control
3852832,1,Test
3853105,1,Control
3853565,1,Control
3854484,1,Test
3854733,0,Test
3854972,1,Test
3854980,1,Control
3855350,0,Test
3855497,1,Control
3855635,0,Control
3855683,1,Control
3855689,0,Control
3855695,1,Control
3856461,0,Control
3856473,0,Test
3856683,1,Control
3856984,0,Control
3857653,1,Control
3858406,1,Test
3859023,0,Test
3859509,1,Test
3859627,1,Control
3859670,0,Test
3859749,1,Control
3859765,1,Test
3860424,1,Control
3860550,1,Test
3860579,1,Test
3860703,0,Control
3860752,0,Control
3860871,0,Control
3861021,0,Control
3861052,1,Control
3861475,1,Control
3861536,0,Control
3861702,1,Control
3861947,1,Control
3861955,1,Test
3862223,0,Test
3862418,1,Test
3862480,1,Test
3862559,1,Test
3862660,1,Test
3862904,0,Control
3862927,1,Test
3863076,1,Control
3863399,0,Test
3863478,0,Test
3863604,1,Control
3863719,1,Control
3864216,1,Control
3864344,1,Test
3864357,1,Test
3864477,0,Control
3864779,1,Test
3864921,1,Test
3864935,1,Control
3865008,1,Test
3865057,1,Test
3865233,1,Control
3865974,1,Test
3866204,0,Control
3866514,1,Control
3866523,1,Test
3866816,1,Test
3866893,1,Test
3867049,0,Test
3867119,1,Test
3867222,1,Test
3867575,1,Test
3868179,1,Test
3868191,1,Test
3868422,1,Control
3868843,1,Test
3868916,1,Control
3870054,1,Test
3870564,1,Control
3870847,1,Test
3870924,0,Test
3871065,1,Control
3871465,1,Control
3871536,0,Test
3871675,0,Test
3871715,0,Control
3872272,0,Control
3872615,0,Test
3872726,1,Test
3872764,1,Test
3873309,1,Test
3873802,0,Control
3873870,1,Control
3873877,1,Test
3874051,1,Control
3874169,1,Test
3874313,1,Control
3874422,1,Control
3874471,1,Control
3874527,0,Test
3874722,0,Control
3874965,0,Test
3875021,0,Test
3875133,0,Test
3875205,1,Test
3875272,1,Control
3875281,0,Control
3875296,1,Test
3875350,0,Test
3875362,1,Control
3875511,1,Test
3875578,0,Test
3875579,1,Test
3875884,1,Test
3876094,1,Control
3876293,1,Test
3876347,1,Control
3876464,0,Test
3876565,1,Test
3876731,1,Control
3876937,0,Test
3876955,1,Control
3877234,1,Control
3877620,1,Test
3877680,1,Control
3877780,0,Test
3877820,1,Control
3878403,1,Test
3879152,1,Test
3879549,1,Test
3879550,1,Control
3879712,0,Test
3880053,1,Control
3880183,0,Control
3880406,1,Test
3880791,1,Test
3881137,1,Test
3881207,1,Test
3881256,0,Test
3881605,0,Control
3881810,1,Test
3881868,1,Control
3882086,1,Control
3882419,0,Control
3882744,1,Control
3882806,1,Test
3882881,0,Control
3883047,1,Test
3883711,0,Test
3883841,0,Control
3884377,1,Control
3884582,0,Test
3884609,1,Control
3884652,1,Control
3884737,1,Test
3884934,1,Test
3885108,1,Test
3885325,0,Test
3885330,1,Test
3885331,1,Control
3885414,0,Test
3885894,1,Control
3886037,1,Test
3886052,0,Test
3886087,0,Test
3886128,0,Test
3886418,0,Control
3886476,1,Test
3887101,0,Control
3887490,1,Control
3887543,1,Control
3887603,1,Test
3887719,1,Control
3888074,1,Test
3888161,1,Control
3888366,1,Test
3888519,0,Test
3888630,1,Control
3888791,0,Test
3888956,0,Test
3889245,1,Test
3889440,0,Control
3889508,0,Control
3890503,1,Test
3890665,0,Test
3890840,1,Control
3890873,1,Test
3891085,1,Test
3891143,1,Test
3891199,0,Control
3891239,0,Test
3891526,0,Control
3891531,0,Control
3891653,1,Test
3891789,0,Control
3891838,1,Control
3891924,0,Test
3892026,1,Control
3892244,1,Control
3892413,0,Test
3892524,0,Test
3892652,1,Test
3893167,0,Test
3893174,0,Test
3893289,1,Test
3893303,1,Test
3893516,1,Test
3893607,0,Test
3893805,1,Test
3893853,0,Control
3893928,1,Test
3894548,1,Test
3894560,1,Test
3894997,0,Control
3896264,1,Control
3896511,0,Control
3896562,0,Test
3896969,0,Control
3897008,1,Test
3897043,0,Control
3897297,1,Test
3897312,1,Test
3897463,1,Test
3897621,1,Test
3897687,1,Control
3897933,1,Control
3898390,0,Control
3898625,0,Test
3899244,1,Control
3899686,1,Test
3899785,1,Control
3899850,1,Test
3900372,1,Test
3900521,1,Control
3900738,1,Test
3901100,0,Test
3901105,1,Control
3901156,0,Test
3901427,0,Test
3901436,1,Test
3901507,0,Test
3901582,1,Test
3901818,1,Test
3901823,1,Test
3901907,1,Test
3901956,1,Control
3902029,0,Test
3902351,0,Control
3902353,1,Control
3903018,0,Control
3903245,1,Control
3903411,0,Control
3903512,0,Test
3903635,1,Test
3903667,0,Control
3903837,0,Test
3903996,1,Test
3904119,1,Control
3904363,1,Test
3905252,1,Test
3905636,1,Test
3905654,1,Control
3906199,1,Control
3906238,1,Test
3906451,0,Test
3906475,1,Test
3906545,0,Test
3906580,0,Test
3906864,1,Control
3906973,1,Control
3907200,1,Test
3907202,1,Control
3907225,1,Test
3907235,1,Control
3907538,1,Test
3907819,0,Control
3908093,1,Control
3908215,1,Control
3908301,0,Control
3908768,1,Control
3908801,1,Test
3909011,1,Test
3909190,0,Control
3909321,0,Test
3909705,0,Control
3909754,1,Test
3910459,1,Control
3910595,0,Test
3910683,0,Test
3910804,1,Test
3911296,0,Test
3911895,0,Test
3912074,1,Test
3912274,0,Test
3912353,1,Control
3912665,1,Test
3912962,1,Control
3913632,1,Test
3913635,1,Test
3914072,1,Control
3914315,1,Test
3914583,0,Control
3914703,1,Test
3914712,1,Test
3914767,0,Control
3915245,1,Test
3915571,1,Control
3915694,1,Control
3915713,0,Control
3916056,1,Test
3916251,1,Test
3916407,1,Control
3916659,1,Control
3916852,0,Control
3916909,1,Control
3917048,0,Test
3917668,0,Control
3918248,1,Control
3918261,1,Test
3918324,1,Control
3918588,1,Test
3918775,1,Test
3919224,0,Test
3919298,1,Control
3919386,1,Test
3919516,1,Test
3919868,1,Test
3919884,0,Control
3920173,1,Control
3920526,1,Test
3921053,0,Test
3921085,1,Control
3921296,1,Control
3921358,1,Test
3921540,1,Test
3922318,0,Control
3922691,1,Control
3922781,1,Test
3922923,0,Control
3922965,1,Test
3922995,1,Control
3923067,1,Control
3923295,1,Test
3923623,0,Test
3923641,1,Test
3923657,0,Test
3924096,1,Test
3924155,1,Control
3924482,0,Control
3924557,1,Test
3924564,1,Test
3924963,1,Test
3925168,0,Control
3925181,1,Control
3925764,0,Control
3925774,1,Test
3926091,0,Test
3926312,1,Test
3926863,1,Control
3926907,1,Control
3927084,0,Test
3927326,0,Control
3927920,0,Control
3928076,0,Control
3928305,1,Control
3928547,1,Test
3928970,1,Test
3929153,1,Test
3929171,1,Test
3929399,1,Control
3929612,0,Test
3930361,1,Test
3930392,1,Control
3930546,1,Control
3930890,0,Test
3930919,1,Test
3931038,1,Test
3931211,0,Test
3931309,1,Control
3931325,1,Test
3931346,1,Test
3931823,0,Control
3931869,0,Control
3931941,1,Control
3932330,1,Test
3932604,1,Test
3932745,1,Control
3932829,0,Test
3932987,1,Control
3933442,1,Test
3933525,1,Control
3933656,1,Control
3933697,1,Test
3933888,1,Test
3933930,1,Control
3933965,1,Test
3933968,1,Control
3934480,0,Control
3934629,1,Control
3934723,0,Control
3934950,1,Control
3935125,1,Test
3935621,1,Control
3935675,1,Test
3935692,0,Control
3935774,1,Test
3936034,0,Control
3936639,0,Control
3937811,0,Test
3937930,1,Test
3937985,0,Test
3938117,0,Control
3938135,1,Test
3938405,0,Test
3938559,1,Test
3938611,1,Test
3939039,0,Control
3939045,1,Test
3939352,1,Test
3939374,0,Control
3939524,1,Test
3939638,0,Test
3939684,1,Control
3939719,1,Control
3939804,1,Control
3940081,0,Control
3940254,1,Control
3940300,0,Test
3940326,1,Control
3940377,1,Control
3940497,0,Test
3940524,1,Test
3940616,1,Control
3940649,1,Control
3941036,0,Control
3941116,1,Control
3941175,0,Test
3941400,0,Test
3941526,0,Control
3941572,0,Test
3941793,1,Control
3941959,1,Control
3941993,1,Control
3942070,0,Test
3942294,1,Control
3942363,1,Control
3942777,0,Test
3942971,1,Test
3943018,0,Control
3943036,0,Test
3943115,1,Test
3943762,1,Control
3943790,0,Test
3943876,1,Test
3944187,1,Control
3944371,1,Control
3944394,0,Control
3944686,1,Test
3944778,1,Control
3944863,1,Control
3944963,1,Test
3945005,1,Control
3945051,1,Control
3945089,0,Control
3945135,1,Test
3945400,1,Control
3945735,1,Control
3945965,1,Control
3946278,1,Test
3946731,0,Test
3946829,0,Control
3947020,1,Test
3947689,0,Control
3948065,0,Control
3948349,1,Control
3948396,0,Control
3948817,1,Test
3948954,1,Test
3948974,1,Test
3949059,1,Control
3949122,1,Control
3949276,1,Control
3949712,1,Test
3949774,1,Test
3949788,1,Test
3950236,0,Test
3950294,0,Test
3950523,1,Test
3950608,1,Control
3950663,0,Control
3950678,1,Control
3950760,1,Test
3950893,1,Test
3950983,1,Control
3951235,1,Test
3952018,1,Test
3952148,1,Control
3952291,1,Control
3952364,1,Control
3953220,1,Control
3953909,0,Test
3953921,1,Test
3954242,1,Test
3954295,0,Test
3954324,1,Test
3954516,1,Test
3954776,0,Control
3954818,1,Control
3955354,0,Test
3955373,1,Test
3955964,1,Control
3956018,1,Test
3956430,1,Test
3956597,1,Control
3957033,0,Test
3957097,1,Test
3957137,1,Control
3957228,1,Control
3957252,0,Test
3957356,1,Control
3957553,1,Control
3957627,1,Test
3957748,1,Control
3958467,0,Test
3958642,0,Test
3958645,1,Test
3958774,0,Test
3958790,0,Test
3959099,1,Test
3959160,1,Test
3959195,1,Control
3959262,1,Control
3959425,1,Test
3959519,1,Control
3959645,1,Test
3959664,1,Test
3959670,1,Control
3959756,1,Control
3959857,1,Test
3960029,1,Test
3960280,0,Test
3960380,0,Test
3960538,1,Control
3961127,1,Test
3961269,1,Test
3961852,1,Control
3961862,1,Control
3961904,0,Control
3962151,1,Control
3962588,1,Control
3962861,0,Control
3962932,1,Test
3963528,0,Control
3963721,0,Control
3963765,1,Test
3963779,1,Test
3964454,1,Test
3964465,1,Control
3964671,1,Test
3965253,1,Test
3965494,1,Control
3965562,1,Control
3965600,0,Test
3965651,1,Test
3965955,0,Control
3966046,1,Control
3966226,1,Control
3966228,1,Test
3966303,0,Control
3966408,1,Control
3966534,1,Test
3966671,1,Test
3966756,1,Test
3967029,1,Control
3967220,1,Test
3967891,1,Control
3968117,1,Test
3968370,0,Control
3968514,0,Control
3968834,1,Control
3968836,1,Test
3969151,0,Control
3969475,1,Control
3969539,0,Test
3969814,0,Control
3970048,1,Test
3970184,1,Control
3971071,0,Control
3971130,1,Control
3971187,1,Test
3971315,1,Test
3971370,1,Test
3971478,0,Test
3971621,1,Test
3971814,0,Test
3972084,0,Test
3972404,0,Test
3972436,0,Control
3972437,1,Control
3972647,0,Control
3972782,0,Test
3972784,0,Test
3973242,0,Control
3973322,0,Control
3973543,0,Test
3973582,1,Test
3973715,1,Test
3973856,1,Control
3973908,1,Control
3974131,0,Test
3974144,1,Control
3974297,0,Test
3974337,1,Control
3974422,1,Test
3974644,1,Control
3974948,1,Test
3974967,1,Test
3975000,0,Control
3975091,0,Control
3975108,0,Test
3975369,1,Test
3975699,1,Control
3976013,1,Test
3976151,1,Control
3976337,1,Test
3976933,1,Control
3977195,1,Test
3977429,1,Test
3977457,1,Control
3977654,1,Control
3977915,0,Test
3977941,1,Control
3978474,1,Test
3978758,0,Control
3979107,1,Control
3979144,0,Test
3979160,1,Control
3979168,1,Control
3979590,0,Control
3979656,1,Test
3979790,0,Test
3979917,1,Control
3979960,0,Control
3979991,1,Control
3980251,0,Control
3980307,0,Test
3980394,1,Control
3980473,1,Test
3980478,1,Control
3980625,0,Test
3980961,0,Test
3981470,0,Control
3981655,1,Test
3981677,1,Test
3981823,1,Test
3982600,1,Control
3982648,0,Test
3983001,1,Control
3983119,0,Control
3983191,1,Control
3983280,0,Control
3983321,0,Control
3983350,1,Test
3983357,1,Test
3983430,1,Control
3983999,0,Control
3984014,1,Control
3984239,1,Test
3984325,1,Test
3984491,0,Control
3984566,1,Control
3984593,1,Control
3984596,1,Test
3985654,1,Control
3985779,1,Control
3985863,1,Test
3986211,1,Test
3986370,0,Test
3986551,1,Test
3986696,1,Test
3986713,0,Test
3986763,1,Control
3986891,1,Test
3987031,0,Control
3987115,1,Test
3987410,1,Test
3987522,0,Control
3987590,1,Test
3987597,1,Control
3987868,1,Test
3988134,1,Control
3988333,0,Test
3988356,0,Control
3988709,1,Control
3988710,1,Test
3988911,1,Test
3989454,1,Test
3989683,1,Control
3989766,1,Control
3990106,1,Control
3990290,1,Test
3990333,1,Test
3990344,1,Control
3990599,1,Test
3991063,1,Control
3991845,1,Control
3991847,0,Control
3991922,0,Control
3992405,0,Control
3992683,1,Test
3992853,1,Test
3992880,1,Control
3992883,0,Control
3993117,1,Control
3993204,0,Test
3993300,1,Control
3993467,1,Test
3993530,1,Test
3993886,1,Test
3994008,1,Control
3994136,1,Control
3994437,1,Control
3994533,1,Control
3994586,0,Test
3994773,1,Control
3995477,1,Control
3995589,1,Test
3995877,1,Test
3996173,0,Test
3996280,1,Control
3996290,1,Control
3996455,1,Test
3996598,0,Control
3996868,1,Control
3997203,0,Test
3997514,1,Control
3997533,0,Control
3998405,1,Test
3998871,1,Test
3998906,1,Test
3998952,1,Test
3999004,1,Control
3999026,1,Test
3999557,0,Test
3999559,0,Test
3999608,0,Control
3999713,1,Control
4000356,1,Control
4000371,1,Control
4000443,1,Control
4000639,1,Control
4000721,1,Test
4001101,0,Control
4001267,1,Test
4001333,1,Test
4002069,1,Control
4002466,1,Test
4002725,0,Control
4002905,0,Test
4003122,0,Control
4003311,1,Control
4003363,1,Test
4003380,1,Test
4003416,1,Test
4003764,1,Control
4003786,1,Test
4004030,1,Control
4004319,0,Test
4004950,1,Test
4005162,1,Test
4005175,1,Control
4005341,1,Test
4005695,1,Test
4005943,1,Control
4006121,1,Control
4006187,1,Test
4006246,1,Test
4006328,1,Test
4006336,0,Test
4006342,1,Test
4006775,1,Test
4006955,1,Test
4007083,0,Control
4007337,1,Test
4007571,1,Test
4007948,1,Test
4008010,1,Control
4008076,1,Control
4008126,1,Control
4008427,1,Control
4008625,1,Control
4008787,0,Test
4008835,0,Test
4008847,1,Test
4008901,1,Control
4009035,1,Test
4009190,1,Test
4009335,1,Test
4009468,1,Test
4009531,1,Test
4009584,0,Control
4009910,1,Test
4010229,1,Test
4010271,1,Test
4010395,0,Control
4010608,1,Test
4010670,1,Test
4010832,1,Control
4010843,1,Control
4010961,0,Control
4011032,1,Test
4011125,0,Test
4011311,1,Test
4012121,0,Test
4012328,0,Test
4012869,0,Control
4013415,1,Control
4013637,0,Test
4013780,1,Test
4013884,1,Test
4014197,1,Test
4014201,1,Test
4014435,1,Control
4014787,1,Control
4014888,1,Control
4015014,0,Control
4015337,1,Control
4015407,1,Test
4015423,0,Test
4015484,0,Control
4015553,1,Test
4015554,0,Control
4015993,1,Test
4016160,1,Test
4016218,0,Control
4016272,1,Control
4016575,0,Control
4016595,1,Control
4016670,1,Control
4016886,0,Control
4017297,1,Control
4017302,1,Test
4017497,1,Control
4017786,0,Test
4018288,0,Test
4018364,0,Test
4018750,1,Test
4018893,1,Control
4018966,1,Control
4019292,1,Control
4019355,1,Control
4020274,1,Test
4020479,1,Test
4020546,0,Test
4020782,1,Test
4020788,1,Control
4021585,1,Control
4021663,1,Control
4021908,1,Test
4021911,0,Test
4022071,1,Test
4022403,1,Test
4022550,1,Test
4022592,1,Test
4023351,0,Test
4023574,1,Control
4023749,1,Control
4023916,1,Control
4023943,1,Control
4023983,0,Control
4024034,1,Control
4024129,1,Test
4024471,1,Control
4025125,1,Control
4025195,0,Control
4025387,1,Control
4025570,0,Test
4026126,1,Control
4026139,1,Control
4026198,1,Test
4026200,0,Test
4026567,1,Test
4026632,1,Test
4026832,0,Control
4026845,1,Test
4027064,1,Control
4027294,1,Test
4027346,1,Test
4027432,0,Control
4027459,1,Test
4027554,0,Control
4027903,0,Test
4028151,1,Test
4028292,1,Control
4028331,1,Test
4028430,0,Control
4028644,1,Control
4028896,1,Control
4029048,1,Control
4029062,1,Control
4029177,0,Test
4029417,1,Control
4029961,1,Control
4030138,0,Test
4030233,0,Test
4030266,0,Test
4030724,1,Test
4031135,1,Test
4031173,1,Test
4031392,1,Control
4031585,1,Test
4031845,1,Control
4031982,1,Control
4032058,0,Control
4032180,1,Control
4032421,1,Test
4032483,1,Test
4032636,1,Control
4032817,1,Test
4033061,0,Control
4033437,1,Test
4033851,1,Control
4034001,0,Test
4034134,1,Test
4034386,1,Control
4034394,0,Control
4034407,1,Test
4034495,0,Test
4034516,1,Control
4034714,1,Control
4034756,1,Test
4034949,1,Test
4035115,0,Test
4035134,1,Test
4035305,1,Control
4035366,1,Control
4035739,1,Control
4035754,0,Test
4035879,1,Test
4035907,1,Test
4035951,1,Control
4036051,1,Control
4036239,1,Control
4036345,1,Control
4036374,1,Control
4036648,0,Control
4036686,1,Test
4036802,0,Test
4036960,0,Test
4036982,1,Test
4037065,1,Test
4037586,1,Test
4038025,1,Control
4038026,0,Test
4038383,1,Test
4039121,1,Test
4039397,0,Control
4039480,1,Control
4039539,1,Control
4039703,0,Test
4039740,1,Test
4040468,0,Test
4040498,1,Test
4040609,1,Control
4040765,0,Test
4041751,0,Test
4042089,1,Control
4042144,1,Test
4042374,0,Test
4042402,1,Test
4042433,0,Control
4042775,1,Control
4043025,0,Test
4043033,1,Test
4043123,1,Control
4043285,1,Test
4043355,1,Control
4043427,1,Control
4043662,1,Control
4043994,1,Control
4044195,0,Control
4044316,1,Test
4044347,0,Control
4044372,1,Test
4044837,0,Test
4044894,1,Test
4044961,1,Control
4045017,1,Control
4045265,0,Control
4045514,0,Test
4045580,0,Test
4046178,1,Test
4046358,1,Test
4046428,1,Control
4046490,1,Control
4046775,1,Test
4048382,1,Test
4048642,0,Test
4048734,1,Test
4048904,1,Control
4048916,1,Control
4048954,1,Control
4049653,1,Test
4049668,0,Control
4050071,0,Control
4050302,1,Test
4050608,1,Test
4050627,1,Test
4051239,1,Test
4051272,0,Control
4051804,1,Control
4051889,1,Test
4052168,1,Test
4052287,1,Control
4052523,1,Test
4052800,0,Control
4053116,0,Test
4053170,1,Control
4053273,0,Control
4053606,0,Control
4053669,1,Test
4053786,1,Test
4053808,1,Test
4054039,0,Control
4054320,1,Test
4054439,1,Test
4054527,0,Test
4054538,1,Control
4054828,0,Control
4054841,1,Test
4054879,1,Test
4054953,1,Control
4055095,1,Control
4055142,0,Control
4055191,1,Test
4055202,1,Control
4055364,1,Test
4055484,1,Control
4055560,1,Control
4055654,0,Control
4055697,1,Control
4055781,0,Test
4055969,0,Control
4055971,1,Test
4056116,1,Test
4056123,1,Test
4056698,0,Test
4056755,1,Test
4056772,1,Test
4056801,1,Test
4056834,0,Test
4057075,1,Test
4057120,1,Test
4057296,1,Control
4057461,1,Test
4058168,0,Control
4058187,1,Control
4058793,1,Control
4058807,0,Test
4059081,1,Test
4059114,1,Test
4059220,1,Control
4059279,1,Control
4059496,1,Test
4059611,1,Control
4059624,1,Test
4059744,1,Test
4059897,1,Control
4060120,1,Control
4060286,0,Control
4060334,1,Control
4060503,1,Test
4060581,1,Test
4060775,1,Test
4060801,0,Control
4060998,1,Control
4061038,0,Test
4061104,1,Test
4061217,1,Test
4061506,1,Control
4061641,0,Test
4061878,1,Test
4061908,1,Test
4061962,1,Test
4061978,0,Control
4062529,1,Test
4062570,0,Test
4062741,1,Test
4062868,1,Test
4063057,1,Test
4063257,1,Control
4063405,1,Control
4063413,1,Test
4063626,1,Control
4063853,1,Control
4063880,1,Test
4064024,0,Test
4064505,1,Test
4064683,1,Control
4064969,1,Control
4065016,1,Test
4065052,1,Test
4065099,0,Test
4065760,1,Test
4065831,1,Control
4066194,1,Test
4066207,1,Test
4066551,1,Control
4066643,1,Control
4066789,1,Test
4066795,1,Control
4066835,1,Control
4066934,0,Test
4067631,0,Control
4067691,1,Test
4068002,1,Control
4068410,1,Control
4068771,1,Test
4069058,0,Control
4069070,1,Control
4069169,1,Test
4069267,0,Control
4069319,1,Control
4069324,1,Control
4069336,0,Test
4069427,1,Test
4069568,0,Control
4069580,1,Test
4069950,1,Test
4070311,1,Control
4070381,1,Control
4070558,1,Test
4070629,1,Test
4070645,1,Test
4070732,1,Test
4070915,1,Test
4071184,0,Control
4071423,1,Control
4071459,0,Control
4071492,1,Control
4071532,1,Test
4071575,1,Test
4071963,0,Control
4071978,1,Control
4072010,1,Control
4072319,1,Control
4072410,1,Control
4072973,1,Test
4073402,1,Test
4073412,1,Control
4073518,1,Test
4073560,1,Control
4074141,0,Test
